This file was created using the 202504 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
196306,166.01,574.65,230.97,1100.73,456.91,3069.67,190.95,394.79,428.31,134.58
196307,101.21,334.90,151.39,518.30,180.60,1700.77,97.80,318.46,388.71,77.38
196308,100.59,337.29,149.94,533.66,180.67,1696.56,96.57,319.97,390.74,76.47
196309,105.50,357.78,158.73,551.28,189.49,1758.10,102.47,349.44,405.59,81.14
196310,103.78,356.38,157.60,531.06,189.66,1797.45,103.30,334.85,402.25,78.40
196311,106.80,394.31,161.70,532.11,205.44,1859.00,103.63,345.87,398.40,79.88
196312,105.51,368.60,161.39,523.97,204.35,1925.33,101.87,338.73,392.89,79.74
196401,108.68,372.78,165.21,552.85,210.32,1920.98,102.63,343.33,403.90,81.81
196402,109.40,380.25,170.60,579.03,216.44,1984.79,105.45,355.87,411.19,82.69
196403,110.97,384.43,174.79,581.47,220.17,1967.61,106.84,360.57,413.37,86.74
196404,114.91,387.98,181.52,589.28,227.42,1946.85,109.31,353.09,409.26,88.80
196405,114.25,394.69,178.78,612.67,219.11,2055.78,112.83,347.79,412.56,89.34
196406,116.05,397.40,182.17,621.81,226.26,2035.61,117.99,348.48,414.62,91.32
196407,113.09,377.56,179.50,607.70,209.61,2108.32,114.47,350.57,414.59,90.71
196408,115.36,401.45,181.73,637.79,205.77,2065.93,116.48,376.45,434.05,91.96
196409,114.65,405.12,178.85,621.92,199.56,2021.58,115.90,359.30,432.52,88.53
196410,116.65,423.31,188.47,640.65,201.65,1997.73,120.12,368.71,439.55,91.98
196411,116.31,423.28,189.48,663.27,199.61,1979.86,122.69,378.98,442.75,93.39
196412,116.59,416.99,187.66,681.24,198.62,1923.78,126.17,385.52,447.34,91.73
196501,117.05,427.73,186.50,685.31,201.04,1980.73,126.25,401.60,448.43,89.83
196502,124.03,443.80,197.20,698.63,217.33,1985.72,130.07,432.06,465.19,94.24
196503,125.97,442.94,201.88,674.44,221.49,1989.19,132.69,441.16,465.87,96.40
196504,124.91,447.98,199.77,653.66,224.57,1953.01,131.42,436.59,462.20,96.54
196505,130.03,481.92,208.22,658.79,236.06,1998.52,140.85,449.17,464.22,98.67
196506,128.56,462.04,206.82,659.92,236.52,2041.09,141.42,442.18,458.22,97.66
196507,119.87,420.88,184.39,644.25,210.61,1781.34,124.55,406.49,437.21,90.58
196508,121.63,430.50,188.23,656.06,218.13,1774.73,122.58,432.63,440.85,93.93
196509,126.10,442.71,194.01,667.41,231.73,1787.08,125.60,458.42,443.38,98.63
196510,126.78,473.52,202.32,696.19,245.26,1804.02,126.30,468.32,448.40,100.41
196511,130.35,510.80,211.34,708.08,257.99,1763.01,127.55,483.01,452.09,104.58
196512,131.18,485.17,213.55,707.34,264.42,1674.71,128.68,498.97,445.89,107.26
196601,133.88,491.52,220.84,708.50,261.83,1657.82,130.14,517.82,443.31,110.51
196602,136.82,494.20,227.73,716.24,266.97,1636.33,124.87,543.63,429.04,116.88
196603,136.59,484.24,226.95,686.57,279.72,1632.19,122.22,533.60,409.58,119.57
196604,132.59,469.15,222.77,670.72,276.94,1550.02,119.93,524.49,407.66,116.25
196605,133.83,469.58,229.55,697.24,298.02,1569.68,123.88,523.99,411.43,119.61
196606,127.60,426.32,216.02,671.78,280.82,1509.87,121.32,494.74,398.57,110.17
196607,119.83,417.94,208.27,652.93,270.38,1483.27,111.93,497.64,384.48,110.79
196608,118.69,409.81,205.43,654.99,265.71,1466.07,110.10,488.78,384.49,108.82
196609,109.61,376.03,188.62,607.72,250.41,1386.62,102.65,447.31,349.79,96.28
196610,107.83,371.70,181.49,630.89,243.75,1376.14,100.47,441.84,363.89,94.47
196611,112.56,372.75,186.66,689.80,244.38,1502.39,98.85,463.01,399.04,97.31
196612,114.54,358.43,191.35,675.48,270.45,1447.77,99.94,492.31,391.76,105.03
196701,115.34,348.24,194.17,670.83,273.08,1487.83,96.04,491.34,398.70,107.89
196702,126.03,392.02,216.03,693.04,301.18,1580.61,107.05,522.46,408.95,121.26
196703,128.49,385.03,218.43,688.26,319.11,1602.09,110.11,527.82,400.32,120.67
196704,133.86,399.09,230.87,719.10,339.99,1646.77,113.46,568.90,405.16,125.73
196705,140.60,442.88,239.65,730.88,369.80,1650.34,123.69,593.89,411.74,128.89
196706,136.91,411.26,230.50,712.63,354.19,1595.63,118.03,560.48,392.97,125.55
196707,138.91,396.73,225.84,717.91,357.14,1616.00,120.06,586.43,384.26,131.77
196708,147.46,444.08,238.77,774.46,373.25,1509.67,127.36,608.32,387.58,142.28
196709,145.82,445.70,237.56,763.96,368.75,1478.64,127.39,610.20,383.27,141.86
196710,150.48,471.59,247.12,796.15,401.04,1493.85,129.61,627.54,386.32,143.00
196711,147.17,448.04,236.72,782.26,422.80,1556.03,130.79,595.61,364.27,133.78
196712,147.79,445.90,237.84,781.52,428.07,1609.62,131.84,601.20,374.04,133.23
196801,151.84,449.18,250.89,810.74,439.58,1608.27,136.42,626.19,385.19,139.81
196802,151.36,425.64,237.18,807.07,403.03,1725.03,138.13,592.26,387.95,137.33
196803,146.70,415.66,226.87,781.02,385.65,1667.68,137.08,565.21,380.49,131.04
196804,147.76,418.26,228.76,786.67,401.71,1645.41,141.23,565.21,364.36,130.67
196805,164.09,466.67,253.32,833.24,451.62,1681.83,158.99,631.98,365.98,147.04
196806,172.81,465.15,262.05,837.93,468.11,1653.88,163.92,651.08,365.99,155.76
196807,173.58,438.12,257.58,874.32,417.42,1542.08,160.29,625.42,389.23,163.06
196808,167.33,430.86,247.11,918.68,396.41,1538.92,153.81,599.41,391.64,159.94
196809,171.70,433.42,254.65,924.72,397.80,1543.20,156.82,601.09,386.52,162.37
196810,179.94,461.60,266.65,957.08,411.23,1587.37,168.93,606.01,386.21,173.04
196811,181.61,486.41,270.58,978.80,392.18,1637.62,171.20,605.38,386.75,174.68
196812,189.42,484.43,285.94,1029.21,427.89,1712.03,180.79,652.34,418.99,187.67
196901,187.03,462.14,278.23,1012.08,404.76,1594.76,173.17,644.73,405.48,180.39
196902,184.62,456.70,277.97,999.14,385.78,1613.33,174.59,642.85,414.19,182.62
196903,172.40,441.31,262.12,943.86,370.89,1544.59,166.89,607.74,390.77,166.80
196904,173.18,467.23,269.08,1004.96,392.77,1535.90,175.83,627.39,384.39,168.75
196905,176.64,472.49,272.52,999.66,409.96,1711.62,182.54,658.00,388.17,171.55
196906,178.21,466.59,269.39,1033.65,402.34,1715.59,182.76,667.04,386.50,167.01
196907,158.91,414.63,244.75,927.21,370.70,1553.30,163.45,595.71,359.17,178.63
196908,147.78,385.10,232.44,836.37,352.23,1483.46,149.40,579.00,347.21,162.41
196909,154.61,395.18,241.47,885.50,379.05,1492.92,161.06,630.88,341.04,176.65
196910,155.04,394.28,236.47,799.63,379.57,1431.60,160.29,643.55,325.55,174.69
196911,167.70,408.84,252.16,787.86,403.40,1481.70,170.77,700.85,351.14,188.39
196912,163.18,389.38,243.29,762.33,396.65,1484.84,162.97,701.12,330.98,177.83
197001,160.26,378.06,239.68,738.69,395.03,1399.47,158.97,730.42,327.49,170.75
197002,153.31,346.47,222.50,651.57,359.09,1363.53,150.11,678.04,312.46,155.48
197003,160.38,363.17,233.04,681.32,368.54,1457.67,158.34,713.83,336.79,169.66
197004,158.68,380.20,231.97,677.55,358.84,1487.44,155.41,677.02,345.09,166.66
197005,142.43,346.09,211.55,614.67,310.41,1356.65,137.95,608.33,316.09,143.54
197006,131.29,323.81,195.84,623.70,279.66,1291.29,124.91,558.94,297.33,131.19
197007,123.14,290.10,181.18,582.41,248.19,1129.24,114.74,525.38,284.62,119.59
197008,131.52,320.45,190.59,654.57,254.12,1245.08,126.83,536.43,308.20,129.35
197009,132.97,346.80,198.83,692.20,275.49,1261.26,132.88,544.27,320.61,136.05
197010,139.88,355.47,206.39,713.66,306.33,1290.03,143.29,587.35,317.58,146.33
197011,140.63,347.88,199.96,738.20,294.93,1241.68,140.62,587.20,313.65,137.46
197012,146.70,369.66,207.05,769.80,307.93,1302.90,150.27,606.96,341.12,142.60
197101,156.77,391.78,224.69,786.93,322.90,1388.75,159.37,638.97,364.25,154.45
197102,165.21,406.59,238.12,787.14,340.28,1524.45,173.36,672.23,373.68,166.53
197103,171.43,413.25,240.30,826.60,348.65,1429.27,179.88,679.38,362.25,170.40
197104,179.11,426.81,249.74,848.71,378.45,1435.73,192.45,703.65,369.31,181.23
197105,183.39,462.62,261.27,884.07,389.13,1447.34,202.51,733.12,354.98,188.92
197106,177.32,440.54,255.61,835.79,365.69,1407.12,198.41,715.74,339.87,180.90
197107,178.70,429.71,254.17,833.97,362.89,1312.52,191.11,717.02,356.03,169.36
197108,174.70,408.39,241.68,815.09,331.70,1265.11,184.12,700.70,347.18,162.67
197109,180.02,449.14,256.32,799.08,349.28,1245.31,195.07,721.34,336.97,173.93
197110,179.44,448.18,255.18,785.39,346.92,1246.43,196.34,725.67,330.58,172.80
197111,171.49,424.42,239.39,748.27,331.80,1224.71,189.35,707.07,335.87,165.35
197112,170.29,426.43,236.67,744.46,336.53,1215.14,189.27,709.33,332.23,164.60
197201,187.87,451.97,260.11,809.60,375.75,1301.26,208.37,764.76,357.71,177.28
197202,192.88,466.16,269.57,809.75,407.11,1313.43,209.06,784.02,355.28,183.00
197203,201.37,467.61,282.12,824.30,413.49,1301.64,220.43,838.01,344.39,187.07
197204,201.12,490.08,288.82,778.78,417.81,1293.86,224.59,841.43,342.41,191.30
197205,205.45,487.05,294.30,778.22,423.12,1280.26,223.17,850.36,331.57,195.31
197206,205.71,479.11,299.25,806.96,437.64,1281.04,226.71,877.95,328.76,193.95
197207,196.07,455.07,290.91,768.96,426.98,1287.43,208.93,790.93,327.86,185.77
197208,193.34,444.99,292.43,766.17,431.06,1297.14,204.74,815.22,326.69,180.29
197209,192.97,462.68,298.59,854.89,442.06,1348.76,204.12,822.04,344.05,187.24
197210,187.47,457.95,294.65,852.35,436.72,1403.06,203.53,818.11,343.26,183.58
197211,187.80,448.66,297.58,876.80,422.11,1435.39,205.79,830.15,364.94,185.47
197212,200.19,479.71,309.68,925.69,431.45,1520.99,217.64,823.57,386.13,195.12
197301,200.90,487.42,313.15,934.75,439.68,1540.21,221.97,854.02,378.65,193.26
197302,192.12,457.52,301.47,978.83,450.57,1507.50,213.43,843.56,362.66,179.02
197303,184.70,427.89,294.13,902.28,437.01,1423.02,199.27,835.64,353.14,168.06
197304,182.89,415.66,293.97,937.66,431.54,1426.39,187.87,841.82,344.26,167.89
197305,171.26,396.56,280.65,927.30,402.76,1438.95,172.24,795.01,340.83,154.96
197306,168.59,376.68,277.81,896.25,394.66,1410.51,169.13,801.88,339.69,147.39
197307,105.58,240.03,186.74,586.76,184.84,893.09,92.08,420.83,278.37,73.86
197308,114.61,259.46,199.50,590.75,194.87,929.51,102.57,456.14,272.03,81.08
197309,111.48,249.82,196.81,567.90,188.25,882.18,98.82,423.46,264.27,79.37
197310,118.42,268.88,206.27,619.90,184.08,947.73,106.20,436.19,284.12,85.28
197311,115.76,258.07,207.55,649.62,193.04,891.78,103.32,443.98,272.95,84.59
197312,99.34,217.04,179.02,613.65,173.48,846.65,84.04,408.42,239.38,73.86
197401,99.31,208.66,181.97,671.70,166.90,853.93,84.45,398.77,246.29,76.32
197402,101.90,220.95,183.28,619.74,169.77,871.79,89.88,394.08,256.20,77.48
197403,101.78,217.47,182.69,606.32,168.83,902.50,90.55,388.11,255.00,78.27
197404,99.71,217.09,181.04,589.70,166.12,875.52,87.70,392.56,244.53,75.54
197405,96.53,208.52,177.45,558.07,161.22,828.92,86.17,389.58,213.32,70.77
197406,94.41,208.34,173.59,511.69,154.49,804.87,87.58,393.99,201.93,64.84
197407,94.68,211.44,173.45,476.79,151.53,815.03,86.89,373.34,189.04,63.64
197408,84.93,187.62,160.91,475.68,139.35,752.81,76.07,322.64,189.91,59.59
197409,76.30,175.96,144.19,435.33,133.18,739.69,66.11,297.44,171.42,53.23
197410,67.49,155.05,125.39,400.36,111.22,726.49,58.17,251.10,167.82,48.00
197411,78.10,164.74,145.57,480.86,128.85,805.33,64.20,325.16,188.23,57.74
197412,74.88,157.08,136.08,459.22,122.27,768.61,60.25,319.86,187.98,56.06
197501,74.12,150.86,130.21,475.78,116.51,777.37,58.08,308.98,185.00,53.60
197502,88.47,182.84,149.32,509.96,134.98,863.56,73.59,313.68,218.63,63.37
197503,91.83,190.08,160.47,516.74,152.55,896.28,77.08,365.30,218.56,65.03
197504,98.19,202.50,168.80,507.08,154.71,885.17,85.25,369.65,214.20,67.58
197505,101.24,211.50,185.33,541.67,163.28,876.70,87.45,371.84,210.57,69.88
197506,106.10,216.31,189.74,602.67,172.37,895.47,90.65,394.66,226.49,73.67
197507,117.50,242.65,197.24,597.01,182.73,947.36,99.59,383.31,279.10,79.61
197508,111.21,237.85,185.88,569.28,165.47,907.51,92.21,337.00,264.23,74.78
197509,107.71,229.38,184.36,560.92,160.32,863.12,91.57,324.34,258.59,70.83
197510,104.67,223.13,173.49,553.83,159.24,848.76,88.51,304.86,254.43,66.16
197511,115.80,242.55,182.98,543.95,172.54,906.53,97.32,342.08,270.29,68.74
197512,120.45,249.12,187.84,534.25,180.67,933.20,102.32,358.29,276.61,71.13
197601,119.13,247.34,185.21,534.30,178.67,950.87,99.23,340.27,278.56,70.79
197602,132.26,285.68,217.03,587.96,211.89,1041.07,108.68,366.46,300.25,80.05
197603,130.72,295.16,220.53,567.21,213.26,1064.59,113.65,341.03,287.46,82.37
197604,132.29,307.40,222.87,607.78,219.92,1067.02,117.86,362.90,289.56,83.74
197605,130.49,314.55,219.95,620.53,214.73,1085.32,112.66,349.83,289.86,82.50
197606,127.39,302.37,217.10,658.34,215.24,1039.67,106.03,338.48,283.23,81.03
197607,128.21,307.81,219.72,627.41,222.40,1100.16,103.79,335.43,305.69,82.89
197608,130.15,305.80,215.46,622.61,218.57,1113.86,99.05,334.02,312.72,82.74
197609,129.82,300.55,212.17,611.85,215.43,1152.13,102.24,339.48,319.15,81.61
197610,131.45,313.42,214.54,647.79,222.67,1167.17,102.98,351.72,330.44,82.35
197611,129.32,311.02,207.97,637.38,212.59,1182.12,101.88,338.08,326.10,81.99
197612,131.16,303.19,206.47,640.52,215.79,1204.36,106.54,305.87,333.78,83.28
197701,137.52,333.43,219.14,684.26,225.43,1242.38,108.88,330.84,353.52,88.96
197702,132.42,324.06,205.52,692.47,218.66,1243.71,100.93,303.15,354.98,85.31
197703,130.55,312.16,203.61,664.50,216.90,1239.32,98.75,303.39,340.05,83.71
197704,128.58,301.04,203.19,657.38,216.56,1223.41,96.56,299.68,338.79,83.41
197705,129.05,311.72,204.83,673.31,209.61,1231.40,93.08,285.93,343.60,85.17
197706,127.67,306.23,198.78,674.73,205.41,1232.18,90.20,282.42,346.60,84.14
197707,135.50,324.08,205.33,648.26,204.08,1208.46,92.22,281.48,394.75,85.41
197708,137.38,318.37,198.30,642.59,204.07,1223.28,92.51,278.95,396.42,85.23
197709,137.94,316.54,194.73,607.68,205.25,1179.51,97.09,289.87,380.43,84.14
197710,138.31,322.16,193.24,612.69,202.36,1217.09,96.39,287.05,385.94,84.08
197711,134.24,307.22,184.89,589.96,196.71,1155.42,93.66,283.21,372.04,79.78
197712,139.91,306.06,191.83,607.38,206.09,1164.40,98.36,300.80,384.43,84.73
197801,139.98,303.43,194.37,618.46,212.36,1185.76,97.56,306.85,380.99,84.89
197802,132.67,286.07,183.22,574.12,204.82,1136.24,91.31,303.78,361.88,80.51
197803,133.19,284.50,177.81,562.20,196.66,1165.92,90.61,292.75,357.31,80.45
197804,138.65,300.88,185.02,573.38,195.66,1192.44,93.17,304.58,363.96,84.59
197805,149.21,329.19,205.99,618.82,222.79,1255.48,103.20,334.69,362.57,92.45
197806,155.91,326.32,214.18,625.67,225.27,1232.55,104.23,352.12,361.92,94.71
197807,157.37,310.84,209.71,581.74,216.37,1260.81,102.16,353.38,381.88,91.73
197808,163.23,325.28,227.08,603.16,235.48,1278.59,107.32,387.23,391.07,97.95
197809,169.36,338.07,235.11,637.18,249.26,1304.78,113.26,388.88,391.95,104.22
197810,168.74,335.28,230.41,667.16,238.54,1347.68,110.73,382.06,388.58,102.81
197811,149.74,298.96,204.27,596.32,212.79,1286.85,95.52,332.55,358.52,88.40
197812,152.06,294.99,209.35,628.53,222.39,1333.50,97.97,347.71,366.15,90.07
197901,154.37,294.43,212.26,649.21,238.72,1330.22,97.51,361.28,358.88,91.12
197902,160.83,311.12,226.46,669.71,249.27,1378.69,103.24,366.03,379.57,96.57
197903,153.99,297.81,215.41,677.43,239.71,1348.85,98.32,349.70,369.97,92.98
197904,159.82,317.25,231.31,739.46,258.99,1346.29,104.00,369.46,376.01,100.26
197905,160.70,327.25,230.08,774.61,262.47,1317.16,104.74,372.46,363.84,101.72
197906,157.37,319.92,223.35,751.64,255.77,1295.48,101.59,363.01,365.11,101.10
197907,162.59,323.09,224.19,727.33,237.84,1245.24,102.86,356.39,403.57,105.28
197908,166.55,333.39,228.99,740.33,234.16,1243.64,104.06,356.48,409.76,109.00
197909,179.81,346.05,246.41,796.70,246.17,1268.62,113.14,387.33,414.61,115.05
197910,176.41,348.36,244.32,843.58,242.51,1235.62,112.45,391.10,403.33,113.97
197911,162.96,312.57,222.43,825.77,224.11,1172.76,102.48,373.48,376.92,102.20
197912,170.96,304.90,231.81,897.03,242.60,1222.37,106.02,403.96,402.32,109.17
198001,176.89,318.14,241.82,925.45,246.35,1199.04,109.32,415.13,395.45,113.49
198002,184.01,347.17,260.14,1053.20,265.59,1173.97,110.96,409.34,399.27,119.84
198003,174.88,325.42,252.25,1182.80,255.13,1135.61,105.32,390.69,381.54,114.84
198004,160.04,296.55,221.86,974.85,222.41,1126.05,95.32,379.00,353.59,100.67
198005,168.76,290.43,229.37,1043.61,224.50,1237.33,100.10,402.38,393.86,106.73
198006,181.93,299.68,242.56,1083.92,233.82,1307.19,110.48,433.83,409.44,115.08
198007,185.96,297.98,241.98,912.80,222.58,1262.04,109.41,383.14,463.14,115.78
198008,201.12,332.59,267.74,928.29,256.87,1274.45,120.89,416.47,460.02,123.71
198009,201.95,337.76,271.38,960.63,266.75,1332.30,122.61,417.49,452.43,127.31
198010,201.20,343.87,278.90,1026.30,273.54,1305.94,124.08,434.82,449.57,132.02
198011,201.76,337.43,278.93,1105.94,279.32,1263.80,123.32,428.41,455.13,134.18
198012,203.09,352.03,301.71,1373.84,306.91,1235.63,125.86,467.80,484.57,143.07
198101,204.73,346.71,295.55,1227.33,304.19,1202.02,125.29,488.67,474.24,143.11
198102,210.43,340.85,289.95,1100.73,281.30,1268.45,126.78,483.44,460.14,138.43
198103,215.83,365.26,302.10,1101.31,281.45,1269.73,129.89,492.94,449.83,140.37
198104,230.91,390.38,321.63,1077.63,295.73,1347.66,146.19,517.59,459.24,152.53
198105,235.10,401.77,318.32,996.09,296.84,1431.00,149.94,540.52,444.40,151.60
198106,240.20,413.76,315.83,952.89,307.54,1506.11,153.30,560.57,447.89,155.30
198107,232.24,362.83,299.92,677.85,243.91,1217.00,149.13,441.15,486.83,143.07
198108,227.94,351.88,291.11,730.89,234.98,1243.22,144.66,427.89,497.69,139.45
198109,214.97,322.01,270.44,680.84,216.40,1221.04,136.38,392.21,491.16,130.17
198110,209.78,312.74,250.41,596.49,208.42,1254.96,132.08,389.40,459.63,121.29
198111,225.71,301.27,259.77,630.94,219.85,1330.24,141.65,422.50,478.82,129.81
198112,231.35,315.65,270.27,670.44,221.91,1392.99,143.11,436.77,502.08,136.29
198201,226.95,315.02,266.01,626.68,222.19,1370.36,140.81,437.05,486.22,130.93
198202,224.34,319.73,257.20,574.96,229.22,1379.32,141.15,442.77,480.27,126.26
198203,218.95,310.96,242.19,505.70,216.06,1276.81,138.63,432.60,473.44,121.24
198204,223.68,320.43,237.50,468.92,208.34,1300.67,144.89,416.25,476.72,119.08
198205,239.40,336.58,245.12,491.02,224.88,1282.69,153.21,449.44,496.72,121.56
198206,231.92,330.00,231.93,496.78,211.13,1205.60,149.83,432.95,488.24,114.71
198207,233.72,347.19,221.86,393.88,186.11,1034.07,147.46,374.43,495.59,109.97
198208,233.60,345.95,216.66,363.91,188.11,1065.28,148.43,385.00,479.52,106.82
198209,253.68,391.12,244.62,396.33,211.48,1158.42,166.98,432.41,530.77,118.73
198210,267.41,386.74,242.70,407.36,214.42,1191.03,174.75,442.56,532.15,124.16
198211,292.64,458.52,275.11,431.27,251.97,1311.51,204.73,481.11,553.70,144.34
198212,307.69,492.68,289.92,407.21,278.37,1366.47,227.86,506.35,548.86,155.30
198301,310.05,507.22,293.31,422.55,286.64,1373.95,223.25,514.34,567.59,152.69
198302,309.27,533.22,309.29,441.27,311.08,1574.46,226.31,523.50,585.04,156.98
198303,320.54,550.30,318.62,439.14,321.34,1544.77,245.00,538.27,588.15,164.08
198304,344.86,542.52,324.55,464.24,324.22,1546.38,266.58,568.79,585.22,171.93
198305,365.81,605.47,345.83,512.80,348.98,1658.03,289.78,604.54,609.69,186.53
198306,361.55,590.53,351.30,517.48,360.14,1634.71,292.32,584.79,613.30,191.42
198307,350.11,642.50,351.40,527.74,342.44,1424.68,286.82,531.59,640.04,195.05
198308,340.41,617.14,342.47,518.05,325.35,1350.61,278.16,500.98,642.88,188.22
198309,342.00,600.07,344.53,556.29,321.46,1378.87,266.07,498.34,649.15,186.62
198310,357.53,628.79,352.55,536.72,329.58,1389.22,273.54,504.46,674.14,189.74
198311,356.17,628.64,344.61,527.62,307.05,1336.82,268.87,492.97,695.81,182.39
198312,362.91,658.49,365.79,520.86,313.98,1377.83,281.10,475.69,677.86,191.18
198401,361.81,664.11,361.49,544.06,316.20,1335.36,269.79,460.22,644.15,186.59
198402,359.76,640.18,349.81,606.99,297.42,1389.58,255.20,459.94,649.33,183.85
198403,341.06,598.00,325.69,601.96,279.18,1337.02,246.13,452.92,621.35,174.85
198404,346.00,598.25,336.53,610.90,284.34,1261.69,249.18,449.17,614.39,179.18
198405,349.10,609.54,337.41,637.92,282.96,1315.94,250.16,459.05,608.19,175.80
198406,340.58,581.85,316.39,602.77,266.33,1267.45,237.77,432.57,596.43,163.92
198407,321.26,527.74,308.72,498.34,212.19,717.05,216.91,312.14,605.96,169.35
198408,317.58,540.41,304.40,464.49,207.17,736.90,217.70,301.91,602.50,166.79
198409,346.49,591.10,338.88,527.23,235.68,785.41,238.77,332.65,645.35,183.70
198410,351.59,591.65,331.81,553.46,227.73,799.37,240.34,319.95,674.11,188.33
198411,357.19,607.23,334.23,516.52,224.88,800.60,239.26,328.31,691.60,190.82
198412,358.59,583.40,326.08,522.41,215.74,807.50,231.15,327.32,706.23,190.28
198501,368.49,609.66,333.33,526.92,221.50,839.76,231.76,338.87,719.20,197.07
198502,381.58,672.78,362.59,568.06,250.60,886.94,262.88,370.75,732.11,218.23
198503,399.34,657.20,367.32,589.16,246.73,920.92,270.04,382.67,736.05,222.85
198504,418.83,626.88,357.02,602.21,233.10,975.86,268.54,398.38,782.68,222.20
198505,412.85,604.31,351.89,625.73,226.20,980.67,271.59,392.38,791.53,226.33
198506,451.59,643.75,372.17,631.36,232.57,1057.50,299.83,427.14,818.27,241.34
198507,425.97,619.19,364.51,468.31,216.95,937.87,273.62,376.50,873.86,249.96
198508,416.45,637.44,378.87,465.38,228.51,890.48,265.15,377.73,821.66,249.83
198509,420.29,615.36,374.68,473.87,223.79,903.64,265.30,374.03,829.87,249.86
198510,400.03,577.13,359.42,472.66,213.49,865.92,254.54,360.19,779.84,237.70
198511,417.10,585.07,371.16,509.76,222.06,896.81,273.15,362.18,828.53,253.32
198512,436.48,647.02,401.26,515.61,241.69,983.64,297.76,381.50,854.95,272.62
198601,461.26,698.16,416.82,500.49,262.84,1053.56,314.96,399.64,888.65,284.30
198602,470.51,713.51,423.86,473.44,263.74,980.57,320.70,408.70,922.78,295.56
198603,526.26,784.96,467.00,468.60,276.60,1051.87,346.77,435.15,975.63,320.59
198604,570.86,845.90,496.31,478.75,279.32,1099.00,379.30,492.69,1012.38,338.93
198605,581.06,826.27,487.56,495.04,290.92,1132.76,383.03,496.58,963.58,328.11
198606,634.90,848.56,510.67,534.45,294.11,1201.25,419.44,536.01,996.04,346.09
198607,599.25,783.97,459.51,472.84,262.50,1137.19,350.79,477.05,1026.55,354.42
198608,570.22,720.72,428.46,455.75,242.21,1120.34,315.65,454.75,1081.68,332.99
